line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned
L003945,ORD004004,2025-01-13,C00250,Санкт-Петербург,Маркетплейс,Регулярный,СБП,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Weekend,0.1304,1,92439.51,56193.58,0
L003946,ORD000661,2025-02-20,C01520,Самара,Сайт,VIP,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Weekend,0.0175,1,36736.31,30214.88,0
L003947,ORD003716,2025-10-17,C01385,Санкт-Петербург,Маркетплейс,Регулярный,СБП,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0543,1,22946.43,16170.86,0
L003948,ORD000497,2025-09-08,C01123,Екатеринбург,Сайт,Новый,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Back-to-school,0.1024,2,14363.13,10339.43,0
L003949,ORD002234,2025-03-06,C01310,Екатеринбург,Магазин,Регулярный,Карта,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Без акции,0.0375,1,31876.1,21166.81,0
L003950,ORD002385,2025-01-14,C01513,Москва,Магазин,Регулярный,СБП,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0499,1,2906.76,2075.0,0
L003951,ORD002306,2025-11-08,C01855,Москва,Сайт,Новый,СБП,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Weekend,0.0852,1,514.3,407.85,0
L003952,ORD001973,2025-01-17,C01487,Казань,Сайт,Регулярный,Карта,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Без акции,0.0185,1,171655.57,101116.55,0
L003953,ORD003100,2025-02-09,C00691,Москва,Сайт,Новый,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Weekend,0.0885,1,21725.39,17997.29,0
L003954,ORD000963,2025-09-15,C00547,Москва,Магазин,Новый,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Без акции,0.0393,1,7064.8,4331.49,0
L003955,ORD002595,2025-08-25,C00092,Самара,Сайт,Новый,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0465,1,64801.22,49520.29,0
L003956,ORD005205,2025-09-09,C00667,Санкт-Петербург,Сайт,Новый,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.01,1,33537.29,22447.22,0
L003957,ORD001551,2025-06-26,C01816,Казань,Сайт,Регулярный,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0568,1,43568.71,33823.94,1
L003958,ORD005513,2025-12-27,C01764,Москва,Магазин,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Новый год,0.1451,1,13618.43,9802.58,0
L003959,ORD002089,2025-03-12,C00210,Москва,Магазин,Регулярный,Наличные,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Без акции,0.0108,1,15741.65,12587.72,0
L003960,ORD000554,2025-09-17,C00260,Москва,Магазин,Регулярный,СБП,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0665,1,16999.69,12935.62,0
L003961,ORD001658,2025-10-05,C02300,Москва,Магазин,Регулярный,Наличные,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Weekend,0.0311,1,41692.04,31343.09,0
L003962,ORD003784,2025-12-27,C01170,Москва,Магазин,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Новый год,0.121,1,139806.09,102804.04,0
L003963,ORD001784,2025-04-14,C01152,Новосибирск,Сайт,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Weekend,0.0821,1,122375.01,95473.58,0
L003964,ORD000433,2025-08-24,C01021,Москва,Магазин,Регулярный,Наличные,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Back-to-school,0.1045,1,11945.79,7691.07,0
L003965,ORD000505,2025-10-12,C01350,Новосибирск,Магазин,Регулярный,СБП,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0159,1,97989.72,69718.74,0
L003966,ORD002415,2025-11-25,C02356,Казань,Маркетплейс,Регулярный,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Black Friday,0.2109,1,1725.28,1431.66,0
L003967,ORD002784,2025-06-25,C01422,Санкт-Петербург,Магазин,VIP,Рассрочка,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0522,1,14115.13,10402.12,1
L003968,ORD004636,2025-04-23,C01274,Екатеринбург,Маркетплейс,Регулярный,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Weekend,0.0966,1,27563.18,19804.36,0
L003969,ORD001284,2025-03-08,C01219,Москва,Сайт,Новый,СБП,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Weekend,0.1142,1,185687.19,139181.32,0
L003970,ORD000616,2025-09-05,C01609,Самара,Сайт,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0576,1,89704.68,54518.03,0
L003971,ORD001143,2025-09-23,C01650,Москва,Магазин,Регулярный,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0718,1,83372.23,49205.98,0
L003972,ORD002849,2025-08-30,C00790,Самара,Маркетплейс,Новый,Карта,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0222,1,94960.07,66779.83,0
L003973,ORD001118,2025-09-03,C02243,Санкт-Петербург,Сайт,Новый,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0273,1,27776.39,19781.96,0
L003974,ORD002218,2025-01-25,C00807,Екатеринбург,Магазин,VIP,Карта,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.1107,1,3309.86,2540.88,0
L003975,ORD004191,2025-12-14,C00736,Москва,Маркетплейс,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Новый год,0.0604,1,45356.07,33147.37,1
L003976,ORD004030,2025-12-23,C01427,Новосибирск,Сайт,Регулярный,СБП,P015,Ноутбуки HP Model 15,Ноутбуки,HP,Новый год,0.1269,1,133292.79,122758.35,0
L003977,ORD004353,2025-11-11,C01803,Санкт-Петербург,Сайт,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0659,1,11459.86,9299.47,0
L003978,ORD003414,2025-10-16,C01368,Самара,Магазин,Новый,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0373,1,43767.48,37123.62,0
L003979,ORD004195,2025-01-17,C02128,Москва,Сайт,Новый,СБП,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0213,1,72630.51,55133.45,0
L003980,ORD003049,2025-05-09,C00541,Екатеринбург,Магазин,Регулярный,Карта,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Weekend,0.0711,1,68051.53,48191.04,0
L003981,ORD003442,2025-03-23,C00485,Самара,Сайт,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.046,1,26046.12,19742.29,0
L003982,ORD002563,2025-03-07,C01501,Санкт-Петербург,Магазин,Новый,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0,1,121534.93,95723.46,0
L003983,ORD002203,2025-08-24,C02278,Москва,Магазин,VIP,Рассрочка,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0666,2,17652.08,12880.95,0
L003984,ORD002506,2025-10-21,C00987,Самара,Маркетплейс,VIP,СБП,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0167,1,22406.03,16005.95,0
L003985,ORD002933,2025-09-13,C00851,Екатеринбург,Магазин,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0463,1,88787.43,59144.43,0
L003986,ORD004810,2025-04-15,C00392,Новосибирск,Маркетплейс,Регулярный,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.054,1,67374.48,49768.5,0
L003987,ORD000006,2025-02-03,C00416,Санкт-Петербург,Магазин,Новый,Наличные,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0,3,1825.42,1387.21,0
L003988,ORD002909,2025-02-02,C01204,Новосибирск,Сайт,Новый,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Weekend,0.0821,1,2977.08,2044.54,0
L003989,ORD002774,2025-08-01,C01482,Самара,Маркетплейс,VIP,СБП,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0224,5,1774.59,1473.44,0
L003990,ORD002929,2025-07-20,C01517,Москва,Сайт,VIP,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Weekend,0.0455,1,6905.71,4052.03,0
L003991,ORD003051,2025-08-18,C02006,Санкт-Петербург,Магазин,Регулярный,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Без акции,0.0182,2,2959.49,1991.71,0
L003992,ORD005765,2025-07-15,C00319,Новосибирск,Магазин,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Weekend,0.0647,1,11085.26,8626.27,0
L003993,ORD002965,2025-04-28,C01878,Самара,Сайт,Новый,СБП,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0581,1,167802.43,114740.95,0
L003994,ORD005103,2025-04-26,C01131,Санкт-Петербург,Сайт,Регулярный,СБП,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.1026,1,29554.58,20523.09,0
L003995,ORD004390,2025-05-27,C01884,Санкт-Петербург,Магазин,Новый,Наличные,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Weekend,0.0402,1,17946.21,11349.27,0
L003996,ORD004143,2025-11-13,C02142,Екатеринбург,Маркетплейс,Регулярный,Карта,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0208,1,70892.76,52088.97,0
L003997,ORD005449,2025-06-07,C01958,Санкт-Петербург,Магазин,Регулярный,Наличные,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0221,2,84512.66,53434.47,0
L003998,ORD001925,2025-04-12,C00485,Екатеринбург,Магазин,Регулярный,СБП,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Без акции,0.0306,1,6858.87,3995.79,0
L003999,ORD001433,2025-10-25,C00725,Казань,Сайт,Новый,Карта,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Без акции,0.0379,1,10589.5,6599.06,0
L004000,ORD004696,2025-06-02,C02397,Самара,Сайт,Регулярный,СБП,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0,1,23591.09,14895.18,0
L004001,ORD000351,2025-09-03,C00013,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Без акции,0.0368,1,165610.46,107103.15,0
L004002,ORD003528,2025-12-05,C00518,Москва,Сайт,VIP,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0519,1,25647.22,19535.25,1
L004003,ORD004849,2025-04-10,C02082,Санкт-Петербург,Магазин,Регулярный,Наличные,P020,Телевизоры LG Model 20,Телевизоры,LG,Weekend,0.0661,1,62164.18,48594.92,0
L004004,ORD003786,2025-04-25,C02218,Москва,Маркетплейс,Новый,Карта,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Без акции,0.0602,1,4727.29,3476.98,0
L004005,ORD004009,2025-12-09,C00335,Казань,Маркетплейс,Регулярный,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0469,1,27614.38,19001.89,0
L004006,ORD000620,2025-03-19,C01333,Санкт-Петербург,Магазин,Регулярный,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Без акции,0.0075,1,36175.53,29889.19,0
L004007,ORD002634,2025-05-03,C00345,Екатеринбург,Маркетплейс,Новый,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Без акции,0.0622,1,2785.91,2142.5,0
L004008,ORD003516,2025-10-05,C01100,Москва,Сайт,Регулярный,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Weekend,0.0231,1,22924.15,16703.1,0
L004009,ORD004629,2025-08-08,C00358,Новосибирск,Сайт,Новый,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Back-to-school,0.1027,1,26482.78,19821.03,0
L004010,ORD005264,2025-05-02,C01057,Москва,Сайт,Регулярный,Рассрочка,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0487,1,2533.98,1727.96,0
L004011,ORD000176,2025-07-09,C01484,Екатеринбург,Магазин,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0181,1,119758.61,94249.4,0
L004012,ORD004110,2025-06-24,C01461,Казань,Магазин,Регулярный,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0841,1,92359.69,69847.1,0
L004013,ORD004992,2025-09-18,C01033,Санкт-Петербург,Сайт,Новый,СБП,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0566,1,43348.07,31590.11,1
L004014,ORD002339,2025-02-19,C01377,Самара,Маркетплейс,Новый,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Weekend,0.0852,1,26596.04,18905.49,0
L004015,ORD000140,2025-08-17,C00680,Москва,Сайт,Новый,СБП,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Back-to-school,0.0642,1,21442.19,16531.74,0
L004016,ORD004745,2025-11-08,C01545,Новосибирск,Маркетплейс,Регулярный,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Weekend,0.0537,1,26566.85,18904.89,0
L004017,ORD002740,2025-04-29,C01368,Казань,Магазин,Новый,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0997,1,91077.31,72170.07,0
L004018,ORD002762,2025-12-17,C01629,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Новый год,0.2137,1,72937.37,41933.37,0
L004019,ORD001575,2025-06-20,C01753,Казань,Сайт,Новый,СБП,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0804,1,41162.32,32479.55,1
L004020,ORD000571,2025-05-31,C00191,Новосибирск,Магазин,Новый,Карта,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0499,1,96756.74,70321.77,0
L004021,ORD004492,2025-03-22,C00399,Москва,Магазин,Регулярный,Наличные,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Weekend,0.0603,2,13030.41,10065.78,0
L004022,ORD003720,2025-01-30,C00494,Новосибирск,Магазин,Регулярный,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0581,1,26712.74,18413.42,0
L004023,ORD001953,2025-12-29,C00398,Москва,Сайт,VIP,СБП,P042,Аудио JBL Model 42,Аудио,JBL,Новый год,0.0888,1,66195.17,50874.27,0
L004024,ORD003107,2025-06-14,C00114,Санкт-Петербург,Сайт,Регулярный,Карта,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Без акции,0.0219,1,7729.17,4814.0,0
L004025,ORD004142,2025-07-17,C01911,Москва,Магазин,Новый,Наличные,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0,1,41026.64,34618.82,0
L004026,ORD005815,2025-05-08,C00150,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0565,1,20426.31,16287.82,0
L004027,ORD003169,2025-11-05,C00238,Новосибирск,Магазин,Регулярный,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0324,1,172972.5,113396.2,0
L004028,ORD001235,2025-07-14,C00683,Санкт-Петербург,Маркетплейс,Регулярный,СБП,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0605,1,13537.1,10294.15,0
L004029,ORD001508,2025-06-06,C01738,Москва,Магазин,VIP,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0107,2,85368.66,50387.44,0
L004030,ORD004601,2025-01-08,C01752,Екатеринбург,Маркетплейс,Регулярный,СБП,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0914,1,94747.18,54642.96,0
L004031,ORD000412,2025-12-03,C00811,Москва,Маркетплейс,Регулярный,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0348,1,33107.26,21444.37,0
L004032,ORD002952,2025-05-16,C00854,Санкт-Петербург,Сайт,Регулярный,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0542,1,94475.26,70419.04,0
L004033,ORD005738,2025-11-23,C01234,Новосибирск,Магазин,Регулярный,Рассрочка,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Black Friday,0.178,2,125228.78,98208.76,0
L004034,ORD002086,2025-05-31,C02353,Москва,Сайт,Регулярный,Карта,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0364,1,20552.75,15874.02,0
L004035,ORD001314,2025-08-14,C00944,Москва,Маркетплейс,Новый,Карта,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Back-to-school,0.0951,3,9929.95,6519.59,0
L004036,ORD005415,2025-10-24,C00141,Москва,Сайт,Новый,Карта,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Weekend,0.1031,1,625.4,503.23,0
L004037,ORD003665,2025-07-15,C01763,Самара,Сайт,Регулярный,СБП,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Без акции,0.0,1,29366.95,20257.1,0
L004038,ORD003799,2025-05-13,C00613,Санкт-Петербург,Магазин,Новый,Наличные,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0073,1,17641.33,11514.29,0
L004039,ORD001104,2025-12-20,C00256,Москва,Магазин,Регулярный,СБП,P039,Аудио Marshall Model 39,Аудио,Marshall,Новый год,0.1721,2,35946.67,24512.76,0
L004040,ORD000463,2025-09-04,C01138,Новосибирск,Маркетплейс,Регулярный,СБП,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Back-to-school,0.1489,1,87731.98,57847.21,0
L004041,ORD001060,2025-02-25,C00526,Казань,Маркетплейс,VIP,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0064,1,73966.69,44488.13,0
L004042,ORD005879,2025-08-24,C00340,Санкт-Петербург,Магазин,Новый,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0064,1,80081.28,51074.52,1
L004043,ORD004550,2025-11-28,C01914,Москва,Магазин,Регулярный,СБП,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Black Friday,0.1798,1,21753.01,16108.39,0
L004044,ORD005042,2025-02-08,C01897,Москва,Маркетплейс,Новый,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0174,1,25842.56,18948.94,0
L004045,ORD002868,2025-02-11,C02230,Новосибирск,Магазин,Регулярный,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Без акции,0.0538,2,36413.71,29104.45,0
L004046,ORD005853,2025-04-30,C00513,Екатеринбург,Магазин,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0623,1,151553.53,107306.96,0
L004047,ORD000818,2025-07-28,C02023,Санкт-Петербург,Магазин,Регулярный,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.0052,1,78710.99,51253.63,0
L004048,ORD004064,2025-08-08,C01230,Санкт-Петербург,Маркетплейс,Новый,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0545,2,44728.92,30921.47,0
L004049,ORD000455,2025-11-27,C02039,Новосибирск,Магазин,VIP,Карта,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Black Friday,0.1981,3,4876.42,3502.79,0
L004050,ORD004543,2025-01-05,C01479,Москва,Сайт,Регулярный,СБП,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0115,1,72960.3,57930.0,0
L004051,ORD003975,2025-04-14,C00475,Самара,Сайт,Регулярный,Рассрочка,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.065,1,73340.81,43803.98,0
L004052,ORD003160,2025-09-19,C02107,Самара,Сайт,VIP,СБП,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0297,1,43011.61,34472.73,0
L004053,ORD002262,2025-12-15,C00324,Новосибирск,Магазин,VIP,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Новый год,0.1623,1,35551.22,29373.38,0
L004054,ORD003726,2025-12-11,C00989,Самара,Маркетплейс,Регулярный,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Новый год,0.1526,3,92141.61,67230.11,0
L004055,ORD000667,2025-06-28,C00149,Москва,Магазин,Новый,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Без акции,0.0449,1,108883.3,82250.04,0
L004056,ORD003845,2025-10-05,C00807,Санкт-Петербург,Сайт,VIP,Карта,P037,Аудио JBL Model 37,Аудио,JBL,Без акции,0.0267,2,6579.9,4498.71,0
L004057,ORD002429,2025-01-07,C00555,Новосибирск,Магазин,Регулярный,Наличные,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0183,1,22965.1,15983.91,0
L004058,ORD002134,2025-10-14,C02271,Екатеринбург,Магазин,Регулярный,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Weekend,0.0241,1,42702.62,34081.76,0
L004059,ORD005641,2025-06-23,C01147,Москва,Магазин,Регулярный,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0668,1,16872.05,13012.01,0
L004060,ORD002462,2025-04-07,C00894,Москва,Магазин,Регулярный,Наличные,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0618,1,38884.07,26019.32,1
L004061,ORD000324,2025-12-05,C02357,Екатеринбург,Сайт,Новый,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.1069,2,156822.46,100047.22,0
L004062,ORD003546,2025-03-20,C00134,Санкт-Петербург,Сайт,VIP,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0205,1,24588.7,19637.44,0
L004063,ORD002060,2025-02-20,C02307,Москва,Магазин,Новый,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0407,1,93353.41,69108.04,0
L004064,ORD000788,2025-12-26,C02270,Самара,Магазин,Регулярный,Карта,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Новый год,0.1833,1,69319.36,45723.69,0
L004065,ORD003323,2025-10-08,C01584,Москва,Сайт,Регулярный,Рассрочка,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0906,2,170958.16,137547.21,0
L004066,ORD003889,2025-10-14,C02243,Санкт-Петербург,Сайт,Новый,СБП,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.0964,1,30658.18,20712.01,0
L004067,ORD004120,2025-09-19,C00364,Новосибирск,Маркетплейс,Регулярный,Рассрочка,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0508,1,151461.35,107430.87,0
L004068,ORD003592,2025-04-23,C02291,Новосибирск,Сайт,Регулярный,СБП,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Без акции,0.0354,1,38758.57,30005.14,0
L004069,ORD001986,2025-11-17,C01432,Новосибирск,Сайт,VIP,СБП,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0608,1,23352.13,14322.51,0
L004070,ORD004319,2025-12-31,C00153,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Новый год,0.1233,1,6722.12,3976.37,0
L004071,ORD004109,2025-04-03,C00186,Москва,Сайт,VIP,Рассрочка,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.053,2,40725.2,27731.19,0
L004072,ORD002873,2025-07-18,C02116,Москва,Магазин,Регулярный,Рассрочка,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.042,1,13975.62,9451.37,0
L004073,ORD004657,2025-12-06,C01610,Москва,Магазин,Регулярный,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.05,1,76549.93,43609.73,0
L004074,ORD004036,2025-09-25,C02395,Самара,Маркетплейс,Регулярный,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Back-to-school,0.1028,1,39332.14,33048.26,1
L004075,ORD003386,2025-03-05,C02306,Новосибирск,Магазин,Новый,Рассрочка,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0042,1,116964.33,103123.45,0
L004076,ORD002800,2025-09-27,C01127,Самара,Маркетплейс,Новый,Рассрочка,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0819,1,44004.6,28423.63,1
L004077,ORD004508,2025-06-11,C00264,Екатеринбург,Сайт,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Weekend,0.0675,1,122694.8,93999.97,0
L004078,ORD000274,2025-06-07,C00398,Москва,Сайт,VIP,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0613,1,11210.78,8826.26,0
L004079,ORD001344,2025-12-27,C02079,Новосибирск,Магазин,Регулярный,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Новый год,0.1163,1,58490.55,40798.79,0
L004080,ORD000165,2025-04-02,C00710,Москва,Сайт,Регулярный,СБП,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.034,1,143525.76,105346.29,0
L004081,ORD002122,2025-08-24,C01155,Казань,Маркетплейс,Новый,Карта,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Back-to-school,0.075,2,524.07,422.05,0
L004082,ORD003101,2025-11-01,C02287,Москва,Магазин,Новый,Рассрочка,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.0028,3,1607.49,1345.36,0
L004083,ORD003756,2025-11-12,C00064,Новосибирск,Сайт,Новый,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.102,1,26610.35,19212.26,0
L004084,ORD000065,2025-10-23,C00165,Екатеринбург,Маркетплейс,VIP,Карта,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0213,1,22666.2,14961.76,0
L004085,ORD000969,2025-08-07,C01339,Санкт-Петербург,Магазин,Новый,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Back-to-school,0.1385,1,11488.91,8708.16,0
L004086,ORD000063,2025-09-04,C00852,Санкт-Петербург,Магазин,Регулярный,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Back-to-school,0.1136,1,17916.42,11459.43,0
L004087,ORD000231,2025-12-16,C02082,Москва,Магазин,Регулярный,СБП,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Новый год,0.1614,1,37501.49,30512.12,0
L004088,ORD000582,2025-11-30,C00097,Москва,Магазин,Новый,Карта,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Black Friday,0.2243,1,8348.94,4924.16,0
L004089,ORD004493,2025-06-11,C01014,Казань,Магазин,Регулярный,Наличные,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0274,1,42439.56,30799.28,0
